"143,45"
"133,1717"
"98,51679"
"119,3876"
"122,508"
"108,7128"
"97,70382"
"109,3693"
"102,2011"
"92,25636"
"183,9321"
"139,3957"
"108,3276"
"78,19618"
"84,31837"
"136,8935"
"99,39635"
"89,73561"
"121,6763"
"63,54995"
"177,2764"
"98,09968"
"127,2962"
"116,2888"
"113,7107"
"104,8985"
"104,7353"
"111,8355"
"108,0992"
"101,7469"

"113,222877"
"112,1805624138"
