"20,30295"
"12,60702"
"11,74555"
"11,5103"
"11,17314"
"11,16517"
"11,93707"
"11,03693"
"11,26018"
"11,01384"
"11,21017"
"11,12517"
"11,03972"
"11,71915"
"11,90075"
"12,02205"
"11,2787"
"11,21797"
"11,23517"
"10,96632"
"10,8916"
"11,18354"
"10,98992"
"11,1271"
"11,10573"
"11,03204"
"11,04639"
"11,09891"
"10,90803"
"11,05878"
"10,87745"
"10,78882"
"10,77031"
"10,88606"
"11,17172"
"11,54396"
"11,54372"
"10,77571"
"11,10314"
"11,43586"
"11,83233"
"11,21763"
"10,86489"
"11,57542"
"10,89716"
"11,18235"
"11,11152"
"11,82553"
"11,40693"
"11,34494"
"11,80456"
"11,35736"
"11,11467"
"11,41424"
"11,4312"
"11,43324"
"11,57608"
"11,35074"
"11,33901"
"11,85122"
"11,40743"
"11,57237"
"11,68077"
"11,46316"
"11,71952"
"11,91519"
"11,85941"
"11,52411"
"11,73368"
"11,87245"
"12,98555"
"11,28315"
"11,2916"
"11,75676"
"11,89413"
"11,45192"
"12,06937"
"11,86195"
"11,48852"
"11,62217"
"11,7067"
"11,71961"
"11,64732"
"11,76138"
"12,2942"
"11,77068"
"11,91861"
"11,71202"
"11,55162"
"11,79819"
"11,77246"
"11,67943"
"12,24612"
"11,63603"
"14,13949"
"13,08354"
"12,13275"
"11,84993"
"11,62346"
"12,22362"
"21,43056"
"13,73622"
"12,39679"
"12,44224"
"12,53278"
"12,2"
"12,09333"
"12,20014"
"11,45366"
"11,64187"
"11,47576"
"11,79322"
"11,43983"
"11,31152"
"12,68741"
"11,63852"
"11,6274"
"11,53889"
"11,59408"
"11,54247"
"11,96144"
"11,81661"
"11,57491"
"12,6809"
"11,9437"
"11,70904"
"11,39314"
"11,62992"
"12,04149"
"12,77438"
"11,43829"
"11,52332"
"11,49754"
"11,4968"
"11,23775"
"11,36974"
"11,28467"
"11,79672"
"11,40325"
"11,34981"
"11,75898"
"11,41002"
"12,49813"
"11,77096"
"11,2542"
"11,59908"
"11,30823"
"11,57594"
"11,5416"
"11,80713"
"12,18841"
"12,06877"
"12,44835"
"11,90186"
"11,82442"
"11,77437"
"12,37398"
"11,7156"
"11,49649"
"12,01613"
"11,8824"
"11,56552"
"11,77422"
"11,58196"
"11,97569"
"12,12588"
"11,7"
"12,59052"
"11,93885"
"11,81672"
"12,21422"
"12,08648"
"11,87626"
"12,13698"
"11,9724"
"12,07946"
"11,98381"
"11,9634"
"11,88905"
"12,05004"
"12,40222"
"11,68618"
"12,1434"
"11,96554"
"12,27525"
"12,01079"
"11,90076"
"11,82165"
"11,8833"
"12,20499"
"11,82362"
"12,10627"
"11,89003"
"12,39665"
"12,31544"
"11,91382"
"12,59428"
"11,77216"
"12,52713"
"15,10797"
"20,19561"
"13,28236"
"12,58044"
"12,64276"
"12,06147"
"12,50556"
"11,98603"
"11,99788"
"12,6162"
"12,24768"
"11,97236"
"11,61151"
"11,87027"
"11,79286"
"11,83986"
"12,03969"
"11,81553"
"12,37571"
"12,02639"
"11,45741"
"11,45387"
"11,77448"
"11,84152"
"11,62642"
"11,57292"
"11,55621"
"11,84062"
"11,66939"
"11,85672"
"11,79735"
"11,75131"
"11,69323"
"11,82221"
"11,4941"
"11,49103"
"11,58109"
"11,18271"
"12,05856"
"11,48608"
"11,51586"
"11,72042"
"11,7527"
"11,56844"
"11,80075"
"12,16867"
"11,2182"
"11,54787"
"11,47261"
"11,60948"
"11,64345"
"11,80561"
"11,30764"
"11,35638"
"11,52792"
"11,30683"
"11,77113"
"12,54377"
"11,65393"
"11,51961"
"11,54038"
"12,05693"
"12,04355"
"11,67386"
"12,19841"
"11,94321"
"12,21057"
"11,43061"
"11,53775"
"16,03069"
"11,97554"
"11,92423"
"11,4895"
"11,45786"
"11,56221"
"12,20827"
"11,72722"
"12,0129"
"11,59068"
"11,50128"
"11,91141"
"11,75499"
"11,5576"
"11,93972"
"11,50143"
"11,54773"
"12,19319"
"11,31634"
"11,8792"
"13,53929"
"12,00581"
"12,2382"
"11,66684"
"11,83124"
"11,83613"
"11,53359"
"12,24489"
"11,78406"
"11,53591"
"11,97956"
"11,61456"

"11,8641386"
