"8563,218"
"8609,422"
"8754,029"
"8808,869"
"8907,569"
"8943,442"
"9198,863"
"9261,062"
"9285,727"
"9377,879"
"8094,676"
"8246,321"
"8472,715"
"8606,663"
"8641,342"
"8934,49"
"9218,335"
"9301,34"
"9285,315"
"9535,854"
"7922,038"
"8080,067"
"8093,366"
"8257,896"
"8241,126"
"8265,986"
"8469,864"
"8578,361"
"8633,011"
"8690,496"

"8709,3114"
