"7870,408"
"8056,929"
"8149,781"
"8283,955"
"8443,789"
"7855,128"
"7970,603"
"8065,868"
"8148,967"
"8265,119"
"7631,774"
"7692,934"
"7721,121"
"7653,898"
"7760,12"

"7971,3596"
