"146,2444"
"102,762"
"97,18592"
"101,4429"
"88,09959"
"130,2085"
"104,1444"
"124,8043"
"90,89075"
"100,3055"
"142,0484"
"109,8453"
"112,5704"
"99,86653"
"101,0408"

"110,0973126667"
