18.1049,
11.44274,
10.73434,
10.55476,
10.11622,
10.48559,
9.739238,
9.87431,
9.747669,
9.901285,
10.12995,
9.825243,
9.788882,
9.665414,
9.461246,
9.831864,
9.687739,
9.7389,
9.786561,
9.736633,
9.559615,
9.616337,
9.937072,
9.659677,
9.689926,
9.842735,
9.87624,
9.701983,
9.709848,
9.781075,
9.741805,
9.845426,
9.68407,
10.13052,
9.821627,
9.688283,
9.667057,
9.906126,
9.991706,
9.775064,
9.66223,
9.909987,
10.16698,
10.36667,
9.664415,
10.11154,
9.64874,
9.934783,
9.714049,
9.583134,
9.599398,
9.78565,
9.911063,
10.00436,
9.739155,
9.95155,
10.07988,
9.730895,
9.764935,
9.763824,
9.957334,
12.75513,
9.640976,
9.744236,
9.8014,
9.540369,
9.609769,
9.625472,
9.650415,
9.810498,
9.729707,
9.995462,
9.891084,
9.857753,
9.875292,
9.645476,
9.4893,
9.786633,
9.62137,
9.908663,
9.991315,
9.698046,
9.986566,
9.71985,
9.995866,
9.497006,
9.778053,
9.943483,
9.819013,
9.935807,
9.874884,
9.679606,
9.685122,
9.949672,
9.836212,
9.573259,
9.660213,
9.82235,
9.690538,
9.941152,
18.00493,
12.80069,
11.82909,
11.60905,
10.94643,
